id,Price
0,8177474.448000001
1,14245462.686
2,8171227.818000001
3,5878211.320799999
4,3913252.7148
5,22928126.74776
6,2421422.0160000003
7,5066256.124799999
8,4646102.900399998
9,8490889.8828
10,10540176.66
11,2633353.9440000006
12,22228226.935199987
13,3050037.8063999997
14,9922577.464800002
15,10620357.898800006
16,6047835.572219999
17,16637798.762520004
18,8502930.45108
19,8488558.4004
20,14628943.227600003
21,6178567.801379996
22,4141168.901999999
23,17126340.270000003
24,3201059.238000001
25,4813858.483199999
26,10706426.911885714
27,11554894.057200003
28,8487028.68
29,8030574.162000005
30,7443785.746799998
31,3259325.8464000006
32,4932225.2304
33,12756655.415400002
34,16200622.9008
35,4321121.641200002
36,8925692.084399996
37,13868588.815714283
38,5179005.795599998
39,19894106.5752
40,16363191.1872
41,5283006.627600002
42,5308464.4236
43,5880082.1976
44,15246205.416000001
45,4650103.8558
46,8714112.576
47,5190965.535599995
48,9918653.7216
49,7070814.3636
50,9534535.920000002
51,4584829.9068
52,9882074.4048
53,17351249.59776
54,3708369.178800004
55,16064731.8
56,11970397.061999999
57,3846436.448400001
58,13027169.469599998
59,3075319.5408000015
60,6395867.548199999
61,7345592.280000001
62,16064731.8
63,9534535.920000002
64,2751825.024
65,5554011.668400002
66,8693287.8084
67,9709086.769199999
68,2812050.158914289
69,20438562.401399996
70,2472851.8620000007
71,7420963.361760003
72,12975224.184
73,21608262.7644
74,10763748.6606
75,12491810.604
76,5543671.161599998
77,9988553.437199999
78,4970819.1779999975
79,7173847.968299999
80,9811601.747999998
81,2247937.614
82,4289718.654
83,5631665.504400001
84,11971418.752799995
85,7179030.003599998
86,12369216.6
87,2715401.9100000025
88,11591421.800400004
89,10160924.412600003
90,3056204.7048000004
91,13462808.28137143
92,11940266.52
93,26057202.815280005
94,9495751.98
95,8160354.6804
96,11348663.679599999
97,3715379.0387999993
98,5214169.209600001
99,21553180.974
100,4391776.584000001
101,6738691.05
102,10859309.354399998
103,28649662.095600005
104,3259325.8464000006
105,4412607.8724000035
106,8695394.323199999
107,8900286.158400001
108,8820776.562
109,10926302.867999997
110,8089293.373199999
111,4444301.6280000005
112,8229596.387999999
113,4625707.319999999
114,7946246.88
115,3947682.5388000035
116,9752570.724
117,5346795.464400003
118,12460006.291199999
119,5111867.638799996
120,4786313.734800006
121,8965291.039714295
122,11348663.679599999
123,3711552.514800004
124,4155730.4412000002
125,16795351.871999983
126,11476557.823714284
127,13288244.814000001
128,7173847.968299999
129,6779518.668
130,10926302.867999997
131,4094558.8164000004
132,7781389.2
133,11658836.498399999
134,18418533.12
135,7047535.1076
136,12362540.782800002
137,8258890.4892
138,3001721.3460000004
139,7481441.588399999
140,4247715.513600003
141,6327812.98188
142,15380193.628800001
143,6300516.409200001
144,11917986.7248
145,15273299.34
146,8489841.219599998
147,4071711.7115999996
148,13665660.418800002
149,11713181.142
150,21597124.34880001
151,16932426.498
152,10082994.48
153,11723921.492399998
154,17085414.84
155,18679494.646799996
156,9858670.068
157,8340806.260800001
158,12776565.894857133
159,6771033.032400003
160,4520930.512800001
161,17557543.8792
162,6962109.2190000005
163,8949322.8708
164,21229956.774
165,9917506.1349
166,11998861.836
167,6858577.44
168,8235681.48
169,3817399.622400001
170,5504434.322400001
171,5781505.485599999
172,15697575.192
173,12369216.6
174,14041957.41
175,8535007.0962
176,19642439.767080005
177,9126793.260000005
178,17615213.538000003
179,9926123.0016
180,4250477.3688
181,25793632.612800017
182,12893001.342
183,12894047.337600002
184,5607770.0328
185,26043977.091600005
186,15075272.128800001
187,4020703.642799994
188,12179817.0
189,8691159.9528
190,7601111.902800001
191,10160924.412600003
192,3018284.982514286
193,5095646.422620002
194,19999608.9696
195,10878439.603200002
196,9811601.747999998
197,8556800.499
198,17040077.7924
199,3366116.6916000005
200,20140713.45
201,10421477.352
202,2317446.378000001
203,5555899.44
204,12079895.817599997
205,2848752.2700000023
206,8482625.3616
207,2936536.7616000003
208,9957611.63358
209,5458628.073599998
210,8651121.944399998
211,14916315.6246
212,10082994.48
213,7999782.944399999
214,10198501.56
215,10485072.936000004
216,8330558.9718
217,4949153.82
218,16203966.546857145
219,3859483.68
220,5805388.953
221,4113260.4708000002
222,11509262.387999997
223,20036589.760199994
224,16202459.3952
225,12776565.894857133
226,16888723.8
227,5051116.012800002
228,4075161.8075999985
229,6420417.915599999
230,17420357.213999998
231,10285203.005999997
232,5499213.8292
233,4169833.153200003
234,4798802.104200001
235,25171191.723599996
236,6045109.640700001
237,9918576.064800002
238,10558232.7552
239,11439540.882900001
240,29340842.59080001
241,9984933.504
242,4632558.605999997
243,3863218.32
244,6043467.362400001
245,7081581.0936
246,14960346.4374
247,15075272.128800001
248,3033090.162514286
249,12947390.4456
250,8739256.7808
251,10926302.867999997
252,25856828.945999984
253,4325862.8556
254,5731939.699200001
255,3260716.851600002
256,7621045.099199998
257,5769145.6055999985
258,8240029.667999999
259,32124717.93960002
260,14996363.3352
261,13221577.044000002
262,9673592.57279999
263,5748787.371600001
264,7258975.752599998
265,7737166.32
266,8850389.886
267,15906055.541999998
268,4412607.8724000035
269,6004679.124600001
270,24643567.415999994
271,9217995.836400002
272,15906055.541999998
273,5847684.195599996
274,5094501.5627999995
275,5851013.953200001
276,4203194.1588
277,18761853.24
278,5482862.330400001
279,19552760.775600012
280,8138358.984600002
281,10792987.7796
282,5099341.478399998
283,11848145.4
284,9183519.344220003
285,11232819.0
286,21645285.1992
287,18261708.176400002
288,8565545.04
289,8485999.2828
290,9092307.12
291,6272683.56
292,7044984.882
293,9020695.694400001
294,10285203.005999997
295,5589305.794799999
296,6162974.953199999
297,20604213.395999998
298,9459549.684
299,9534535.920000002
300,2857304.5532571436
301,3696983.269200002
